"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Deaths","EverMon","MonNow","Chart_MedAge","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","Last7Days_Cases","Last7DaysPrev_Cases","Delta7Days","Delta7Days_Pct","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","RankCases_30Days","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,568,12,13,22,44,76,80,117,121,65,17,1,"0 to 101",58,339,224,5,563,5,0,7,488,78,7,36,532,0,0,563,13,21,2,0,20,14,0,34,1,1,2,3,3,4,7,7,4,4,0,"1 to 95","58",10,17,7,0,5,28,1,7,2,9,0,0,4,36,16,20,34,2,0,949,3,989,952,36,4,68,30,66,0,51,0,"51",0,36,583,619,"4.4",3.5,6.3,"2020-06-07","2020-06-13","YES","YES","NO","YES","did not change","did not change","decreased by","decreased by","","","50","47.6","","","%","%",0,4,5,1,4,"400",4,9,9,25,25,11.1,36,7,4,0,0,2,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,349,6,0,43,42,39,35,37,47,55,44,1,"0 to 119",58,224,118,7,349,0,0,12,329,19,1,18,331,0,0,349,13,5,0,0,8,10,0,18,1,0,3,4,1,3,2,2,0,2,0,"3 to 98","40",17,1,0,0,4,14,0,3,0,2,0,0,0,18,10,8,18,0,0,429,0,448,429,18,0,15,15,47,0,13,0,"13",0,18,344,362,"4.1",3.9,5.2,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","66.7","","50","36.8","%","","%","%",0,0,6,2,4,"200",0,3,2,16.7,11.1,0,18,10,0,0,0,0,0,0,0
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,15363,212,244,827,1420,1500,1903,2492,2832,2013,664,1256,"0 to 103",58,8028,6262,1073,15227,136,0,170,14672,608,95,671,14683,0,9,15219,640,16,15,0,286,370,0,656,4,17,91,120,96,106,91,70,61,15,0,"0 to 103","45",347,100,139,70,141,416,99,149,12,91,5,1,19,671,379,292,656,15,0,26141,120,26944,26261,671,19,626,334,52,96,4239,0,"4335",2.21,767,18922,19698,"5.9",2.5,5,"2020-06-07","2020-06-13","YES","YES","NO","YES","decreased by","did not change","increased by","increased by","6.2","","428","411.5","%","","%","%",4,3,224,122,102,"83.6",20,161,96,24,14.3,3,646,1,19,25,0,23,3,1,0
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,27020,316,410,1891,3135,3318,3804,4601,4818,3214,1452,61,"0 to 119",56,15555,11233,232,26063,956,1,583,24020,2562,172,3556,23442,1,21,26042,3307,166,78,5,1832,1634,7,3473,48,86,431,581,544,554,475,353,258,226,0,"0 to 101","46",2063,494,100,816,1117,1515,841,821,15,527,13,4,143,3556,1680,1867,3472,83,1,41869,873,46309,42742,3556,143,2542,934,54,240,5750,1,"5991",4.01,3796,29192,33011,"4.6",7.3,14,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","27.8","18.2","55.2","23.5","%","%","%","%",233,102,922,414,508,"122.7",147,836,540,23.5,15.2,4.1,3475,7,139,81,4,144,24,7,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,12953,188,304,1553,2120,1904,1988,2112,1735,676,342,31,"0 to 119",47,6711,6110,132,12718,234,1,179,12154,576,89,557,12366,3,27,12689,515,10,31,1,276,249,0,525,3,18,183,99,67,68,67,37,11,4,0,"0 to 91","31",169,267,15,74,26,415,84,90,11,44,9,7,8,557,265,292,524,32,1,22062,202,22826,22264,557,8,753,334,43,48,1483,0,"1531",3.14,605,13849,14484,"5",2.5,4.7,"2020-06-07","2020-06-13","NO","NO","YES","YES","decreased by","increased by","decreased by","increased by","12.5","69.2","6.9","41.6","%","%","%","%",18,2,91,27,64,"237",15,101,53,18.1,9.5,2.7,508,1,8,49,0,20,2,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1725,26,27,163,224,189,230,335,264,187,79,1,"0 to 118",55,1002,706,17,1724,1,0,23,1469,302,3,137,1588,0,0,1724,134,3,0,0,45,92,0,137,1,1,28,35,26,12,19,8,4,3,0,"3 to 99","36",43,8,81,5,83,49,5,12,0,8,0,0,1,137,92,45,137,0,0,2643,1,2783,2644,137,1,223,173,53,3,126,0,"129",2.33,140,1714,1854,"4.6",4.8,8.1,"2020-06-07","2020-06-13","NO","NO","NO","NO","increased by","increased by","increased by","increased by","200","500","51.9","36.4","%","%","%","%",2,1,38,41,-3,"-7.3",1,12,8,8.8,5.8,0.7,137,8,1,0,0,1,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2215,3,4,157,690,561,398,268,93,28,5,8,"0 to 92",38,168,2038,9,2215,0,0,1,2000,84,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,54,54,36,5,0,0,0,"20 to 73","41",115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2077,0,2299,2077,220,1,39,14,49,1,10,0,"11",9.09,221,2005,2226,"26.6",9.6,10,"2020-06-07","2020-06-13","YES","YES","YES","YES","did not change","did not change","decreased by","decreased by","","","80","54","","","%","%",0,0,2,0,2,"",1,5,1,2.3,0.5,0.5,220,8,1,0,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1070,46,37,89,117,135,145,159,179,107,49,7,"0 to 99",52,683,381,6,1047,23,0,26,895,257,15,109,958,1,2,1044,59,46,4,0,64,41,0,105,5,2,11,7,17,14,25,12,5,11,0,"0 to 98","53",30,60,9,6,7,83,15,23,0,4,0,1,3,109,42,67,105,4,0,1535,19,1665,1554,109,3,237,134,56,0,50,0,"50",0,109,1008,1120,"6.1",6.4,10.2,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","3","200","300","173","case","%","%","%",3,3,34,4,30,"750",4,23,4,21.1,3.7,3.7,98,1,3,11,0,6,1,0,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,15967,268,339,936,1508,1663,2077,2992,3287,2043,751,103,"0 to 119",58,9097,6559,311,15717,250,0,732,14472,1462,46,1786,14176,4,1,15712,1713,59,14,0,944,819,9,1772,33,73,193,277,276,259,243,181,157,94,0,"0 to 101","46",1079,228,166,299,582,836,354,177,2,246,2,2,126,1786,825,952,1772,14,0,29192,236,31226,29428,1786,126,320,222,57,122,3249,0,"3371",3.62,1908,17425,19338,"5.2",5.5,11.9,"2020-06-07","2020-06-13","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","18.8","13.2","34.8","75.8","%","%","%","%",129,82,400,175,225,"128.6",128,179,248,10,13.9,7.2,1649,1,124,137,2,90,1,2,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,14656,163,205,919,1646,1675,2122,2533,2776,1839,752,26,"0 to 168",57,8999,5599,58,14629,27,0,4289,9861,3230,145,389,13760,0,507,14123,361,23,4,1,217,166,1,384,7,10,45,64,63,60,68,40,24,8,0,"0 to 97","46",270,81,20,13,71,298,15,72,3,48,0,0,10,389,167,221,384,5,0,19715,21,20132,19736,389,10,492,327,51,51,1671,0,"1722",2.96,440,15431,16378,"4.7",2,3,"2020-06-07","2020-06-13","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","4.8","29","11.8","22.9","%","%","%","%",10,3,75,32,43,"134.4",10,75,48,19.3,12.3,2.6,365,1,10,24,0,8,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,7521,146,174,544,761,864,970,1354,1351,948,387,22,"0 to 100",57,3693,3362,466,7427,94,0,318,6446,1105,75,1460,6042,1,18,7409,1433,13,14,0,652,786,8,1446,52,79,222,260,268,248,162,72,57,38,2,"0 to 99","38",490,62,526,368,825,335,286,233,2,143,1,1,20,1460,795,657,1446,14,0,12614,78,14160,12692,1460,20,112,101,55,78,2269,0,"2347",3.32,1538,8311,9868,"6.3",9.3,20.4,"2020-06-07","2020-06-13","NO","NO","NO","NO","increased by","increased by","increased by","increased by","28.6","17.4","2.4","63.6","%","%","%","%",32,8,330,273,57,"20.9",21,235,144,16.1,9.9,1.4,1421,10,19,39,1,99,8,0,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3601,29,56,221,435,484,615,780,579,292,108,2,"0 to 101",54,1904,1688,9,3526,75,0,1228,1986,795,120,158,3332,0,111,3422,126,20,8,4,68,78,0,146,2,6,9,18,19,25,25,25,17,12,0,"3 to 100","54",109,6,1,30,37,74,35,22,3,14,2,0,4,158,85,73,146,12,0,4353,55,4566,4408,158,4,524,246,49,99,2373,1,"2473",4,257,5705,6074,"8",3.7,7.1,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","20","","500","633.6","%","","%","%",20,1,28,18,10,"55.6",4,25,16,15.8,10.1,2.5,150,1,4,8,0,5,1,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3264,46,52,227,331,376,449,627,599,382,171,4,"0 to 103",57,1758,1311,195,3155,109,0,45,3141,77,33,111,3152,0,1,3154,83,20,6,2,51,52,0,103,2,1,14,20,22,13,14,15,7,3,0,"1 to 89","43",78,16,2,7,1,92,10,30,1,16,0,0,1,111,55,56,103,8,0,5382,101,5595,5483,111,1,92,86,49,15,559,0,"574",2.61,126,3711,3838,"4.8",2,3.9,"2020-06-07","2020-06-13","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","3","50","33.3","15.6","case","%","%","%",7,1,14,7,7,"100",1,31,16,27.9,14.4,0.9,101,1,1,10,0,3,0,0,0
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7025,162,149,539,1022,997,918,1076,813,731,571,47,"0 to 119",51,4266,2717,42,6884,140,1,149,6418,382,72,398,6627,0,0,6885,292,98,4,4,197,192,1,390,6,18,35,77,63,54,60,38,25,15,7,"0 to 96","44",307,43,26,14,115,260,15,91,2,55,1,0,6,398,197,200,389,8,1,10645,132,11183,10777,398,6,905,477,58,25,956,0,"981",2.55,423,7583,8006,"4",3.5,6,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.7","120","108.3","123.8","%","%","%","%",0,4,82,64,18,"28.1",6,93,56,23.4,14.1,1.5,391,4,6,7,0,18,0,0,0
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1696,31,56,237,204,186,214,257,186,177,137,11,"0 to 119",51,995,678,23,1686,10,0,71,1420,228,10,240,1456,0,0,1686,208,30,2,0,118,118,2,238,9,25,52,36,41,32,30,9,5,1,0,"0 to 87","34",164,20,20,34,128,77,33,17,0,21,2,0,0,240,119,119,238,2,0,2528,8,2776,2536,240,0,283,203,56,4,109,0,"113",3.54,244,1565,1809,"4.5",8.4,14.4,"2020-06-07","2020-06-13","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","133.3","66.7","7.4","21.4","%","%","%","%",0,0,69,48,21,"43.8",0,17,23,7.1,9.6,0,230,4,0,10,0,33,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,63948,1107,1440,5235,9276,9434,10136,10350,7427,3512,1343,4688,"0 to 120",48,35187,28382,379,62868,1079,1,761,61538,2051,413,4569,59328,0,51,62818,4345,103,117,4,2073,2310,65,4448,62,106,935,1103,755,696,517,241,107,43,4,"0 to 101","35",1389,713,1002,1344,1136,1402,1910,763,45,392,37,5,48,4569,2380,2123,4447,121,1,100419,958,106009,101377,4569,48,1143,919,45,529,8279,0,"8808",6.01,5098,67607,72756,"5.5",4.4,8,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","51.9","24.1","156.7","123.2","%","%","%","%",21,7,1573,644,929,"144.3",53,808,429,17.7,9.4,1.2,4274,2,48,295,0,144,20,5,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,13532,173,351,943,1852,1936,2236,2334,1788,885,322,712,"0 to 155",50,7574,5886,72,13455,77,0,492,12148,976,211,1007,12478,2,45,13409,922,36,47,2,477,480,1,958,13,22,106,202,151,179,149,105,62,17,1,"0 to 102","45",463,90,377,28,581,312,65,277,8,165,7,2,23,1007,516,490,958,49,0,19339,27,20389,19366,1007,23,798,286,50,96,1414,0,"1510",6.36,1103,13892,15042,"4.4",5,8.2,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","47.1","47.1","100","48.3","%","%","%","%",16,9,193,71,122,"171.8",25,285,172,28.3,17.1,2.5,960,1,23,47,0,30,6,1,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,69811,1029,1564,5056,8395,8366,9824,11918,10650,7483,3918,1608,"0 to 119",54,38295,31222,294,69042,767,2,2308,62827,7639,353,10506,58951,195,159,68693,10237,143,120,6,5149,5204,27,10380,146,369,1311,1797,1669,1594,1402,919,747,538,14,"0 to 104","44",4385,1833,1726,2436,3588,4245,2547,2091,33,1551,22,13,468,10506,5276,5203,10378,126,2,107999,638,119380,108637,10506,468,2973,2708,55,1280,30826,0,"32106",3.99,11786,89777,101917,"7",7.8,16.9,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","12.9","11.3","35.9","43.2","%","%","%","%",380,198,1987,1467,520,"35.4",481,2124,1573,20.2,15,4.6,10116,2,464,390,4,482,49,16,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,13832,266,327,1026,1633,1865,2185,2458,2161,1313,570,28,"0 to 119",53,8080,5709,43,13756,76,0,243,12913,768,110,750,13059,2,21,13733,691,48,10,1,388,351,0,739,13,19,111,117,131,123,102,86,28,20,0,"0 to 94","43",448,91,95,105,159,458,122,149,4,101,3,1,17,750,357,393,739,11,0,26231,65,27058,26296,750,17,1234,682,48,65,3364,0,"3429",1.9,815,16423,17261,"3.4",2.7,5.9,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","18.8","26.2","159.5","138.4","%","%","%","%",32,10,224,79,145,"183.5",18,153,104,20.4,13.9,2.4,686,1,16,64,1,31,8,1,0
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,38410,369,515,2386,4652,4420,5526,7361,6761,4099,2227,94,"0 to 120",56,22326,15977,107,38077,333,0,2110,34452,4305,381,3438,34915,1,56,38020,3237,141,53,7,1939,1426,13,3378,38,128,458,739,459,449,408,320,228,199,12,"0 to 102","42",1554,822,171,831,271,2141,966,606,19,520,17,1,114,3438,1461,1964,3378,60,0,69737,273,73468,70010,3438,114,527,435,56,265,12263,2,"12530",2.11,3703,47178,50940,"5.3",4.3,9.6,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","31","30.7","141.8","66","%","%","%","%",315,85,1273,525,748,"142.5",115,625,537,18.2,15.6,3.3,3153,1,113,285,1,141,9,3,0
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,19128,449,507,1411,2387,2471,2745,3109,2994,1915,800,340,"0 to 119",52,11074,7871,183,19035,93,0,396,17296,1583,141,1970,17145,1,12,19022,1777,179,13,1,1117,839,0,1956,26,62,232,291,320,279,260,205,174,119,2,"0 to 103","46",1159,332,214,251,587,1068,301,578,9,405,5,0,78,1970,844,1126,1956,14,0,34020,79,36078,34099,1970,78,1279,709,56,96,2325,0,"2421",3.97,2066,19470,21549,"3.2",5.4,10.8,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","53.6","37.6","88.7","42.6","%","%","%","%",275,55,502,262,240,"91.6",78,587,410,29.8,20.8,4,1856,1,77,114,1,79,16,6,0
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3457,70,115,324,495,428,543,587,425,298,161,11,"0 to 118",50,2177,1238,42,3449,8,0,75,3140,283,22,221,3233,1,2,3446,137,84,0,0,133,88,0,221,2,22,32,31,31,33,26,20,17,7,0,"2 to 98","41",108,93,9,11,10,196,15,43,0,25,0,0,6,221,88,133,221,0,0,4859,8,5089,4867,221,6,183,114,42,5,192,0,"197",2.54,226,3425,3654,"5",4.3,6.5,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","68.8","43.5","27.3","7.8","%","%","%","%",3,2,29,11,18,"163.6",6,43,25,19.5,11.3,2.7,213,5,6,8,0,20,0,0,0
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,9886,133,230,733,1004,1443,1636,1781,1646,874,390,16,"0 to 119",53,5500,4266,120,9855,31,0,249,9258,455,130,433,9421,19,13,9824,361,60,9,3,212,207,2,421,5,6,65,53,49,83,76,64,27,5,0,"0 to 97","48",271,24,20,106,22,282,117,75,3,54,3,0,7,433,213,218,421,12,0,15433,18,15907,15451,433,7,390,350,53,96,2355,4,"2455",3.91,529,11776,12341,"5.2",2.9,5.4,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","30","38","123.1","178.1","%","%","%","%",2,1,121,22,99,"450",7,78,57,18,13.2,1.6,398,1,7,35,0,11,2,0,0
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,10340,178,208,694,1252,1270,1581,1809,1690,1087,539,32,"0 to 119",54,5941,4187,212,10193,147,0,422,8956,1235,74,1169,9083,5,83,10105,1083,75,11,0,613,543,2,1158,25,35,127,208,165,200,163,120,74,52,0,"0 to 97","46",407,207,97,447,187,468,503,212,1,151,2,0,41,1169,548,619,1158,11,0,17801,136,19112,17937,1169,41,453,438,58,54,1884,1,"1939",2.78,1223,10967,12279,"4",5.8,11.8,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","84.2","69.2","57.7","82.9","%","%","%","%",59,19,339,223,116,"52",41,213,153,18.2,13.1,3.5,1131,7,40,38,1,49,3,3,0
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7019,228,264,571,922,981,1051,1163,1048,543,238,10,"0 to 119",50,3849,3143,27,6952,67,0,96,6634,288,70,342,6674,1,2,6949,297,40,5,0,124,213,0,337,4,3,62,57,58,60,43,34,12,9,0,"0 to 98","41",250,44,7,36,21,259,57,28,0,26,0,0,9,342,214,128,337,5,0,10812,62,11218,10874,342,9,801,257,49,16,494,0,"510",3.14,358,7168,7529,"4.4",3.1,5.1,"2020-06-07","2020-06-13","YES","NO","NO","YES","decreased by","increased by","increased by","increased by","8.3","100","146.2","248.8","%","%","%","%",4,0,57,25,32,"128",9,28,26,8.2,7.6,2.6,330,3,9,12,0,8,2,1,7
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,13312,154,175,691,1198,1225,1650,2453,2783,1992,950,41,"0 to 119",61,7512,5628,172,13072,240,0,479,12368,1076,99,926,12379,2,5,13065,843,59,18,6,500,401,1,902,6,11,74,130,108,107,126,129,135,100,0,"0 to 104","57",685,61,73,83,111,663,128,213,13,180,10,1,94,926,416,509,902,24,0,28698,216,29845,28914,926,94,405,299,64,145,4514,9,"4668",3.11,1071,16893,17980,"4.4",3.1,8,"2020-06-07","2020-06-13","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","35.7","28","76.1","155","%","%","%","%",64,60,168,70,98,"140",95,226,190,24.4,20.5,10.3,868,1,92,58,2,23,2,1,0
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,17132,217,387,1508,2177,2279,2646,2855,2501,1183,507,872,"0 to 119",50,9739,7265,128,17091,41,0,306,16244,692,99,1189,15933,1,9,17082,1125,54,10,0,631,548,0,1179,16,19,328,237,157,166,104,89,45,28,0,"0 to 100","34",814,136,104,125,323,640,216,238,5,134,1,0,14,1189,552,637,1179,10,0,27468,30,28699,27498,1189,14,732,489,47,114,2842,0,"2956",3.86,1303,18775,20088,"4.4",4.1,7.6,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","46.7","107.1","420","325.7","%","%","%","%",12,4,447,178,269,"151.1",14,243,135,20.4,11.4,1.2,1101,2,14,88,0,28,6,1,0
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,3851,28,27,90,173,182,297,512,1427,897,132,86,"0 to 119",69,1889,1760,202,3776,75,0,115,3480,283,57,282,3546,0,23,3753,232,48,1,1,85,195,0,280,1,2,7,8,34,42,41,93,45,9,0,"4 to 92","65",232,34,7,7,19,251,10,60,0,46,0,0,17,282,197,85,280,2,0,5875,73,6235,5948,282,17,68,56,66,39,1901,0,"1940",2.01,321,5447,5791,"4.8",3.9,8.3,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","increased by","decreased by","decreased by","60","33.3","50","42","%","%","%","%",2,1,16,5,11,"220",17,60,46,21.3,16.3,6,277,1,17,5,0,3,0,0,3
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2185,60,51,169,279,253,258,353,303,237,212,10,"0 to 118",55,1392,711,82,2180,5,0,63,1888,554,15,252,1933,0,0,2180,136,111,2,3,156,91,0,247,5,11,26,29,38,35,30,25,31,22,0,"0 to 102","50",148,47,23,29,59,160,28,45,1,44,0,0,18,252,93,159,247,5,0,2745,0,2999,2745,252,18,63,59,63,8,112,0,"120",6.67,260,2045,2305,"5.2",8.3,11.9,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","66.7","12.5","125","88.9","%","%","%","%",40,18,66,12,54,"450",18,46,44,18.3,17.5,7.1,229,1,18,23,0,16,2,2,0
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,885,33,19,77,133,112,112,160,141,71,23,4,"0 to 118",50,487,367,31,877,8,0,16,761,136,28,63,820,1,1,875,51,11,1,0,19,43,0,62,0,1,12,23,11,2,7,3,4,0,0,"6 to 84","31",41,3,16,2,25,35,2,14,0,6,0,0,0,63,43,20,62,1,0,1251,7,1323,1258,63,0,147,45,47,0,29,0,"29",0,63,849,914,"4.1",4.7,7.1,"2020-06-07","2020-06-13","YES","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","50","100","65.2","16.5","%","%","%","%",0,0,11,6,5,"83.3",0,14,6,22.2,9.5,0,62,15,0,1,0,1,0,0,0
39,63,125,"UNION","Union","Union","Union County","FL",15239,1168,11,17,54,76,108,139,400,277,72,14,0,"0 to 118",59,316,845,7,1168,0,0,16,1125,75,4,40,1128,0,0,1168,37,3,0,0,6,34,0,40,0,0,0,5,1,3,18,11,2,0,0,"25 to 80","62",25,12,2,1,1,38,1,9,0,9,0,0,2,40,34,6,40,0,0,2041,0,2081,2041,40,2,29,27,55,0,21,0,"21",0,40,1149,1189,"7.8",1.9,3.4,"2020-06-07","2020-06-13","YES","YES","NO","YES","did not change","did not change","decreased by","decreased by","","","100","100","","","%","%",0,0,1,2,-1,"-50",2,9,9,22.5,22.5,5,39,4,2,1,0,0,0,0,1
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,20474,171,300,1106,2080,2210,2939,4240,3955,2162,1026,285,"0 to 119",58,11458,8308,708,20378,96,0,312,19352,1022,141,1168,19306,0,0,20378,1008,146,13,1,588,566,0,1154,5,26,154,179,144,175,188,158,78,61,0,"0 to 102","49",623,245,179,107,146,843,165,266,5,186,4,0,53,1168,572,596,1154,14,0,30881,82,32145,30963,1168,53,1102,487,53,169,7153,0,"7322",2.31,1337,26459,27796,"5.3",3.4,6.5,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","25.8","12.5","25","1.9","%","%","%","%",57,34,233,108,125,"115.7",53,271,190,23.2,16.3,4.5,1117,2,53,51,0,41,6,1,0
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1255,13,29,87,138,168,215,245,213,107,39,1,"0 to 102",53,709,535,11,1251,4,0,12,1190,194,4,38,1217,0,0,1251,20,16,2,0,24,12,0,36,0,0,5,6,5,11,6,3,1,1,0,"18 to 86","46",20,13,3,0,1,35,0,7,0,5,0,0,1,38,12,26,36,2,0,1791,2,1831,1793,38,1,101,26,43,3,166,0,"169",1.78,41,1383,1424,"4.5",2.1,3.3,"2020-06-07","2020-06-13","NO","NO","YES","YES","increased by","increased by","decreased by","decreased by","2","1","100","100","case","case","%","%",0,0,3,0,3,"",1,7,5,18.4,13.2,2.6,37,1,1,1,0,0,0,0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1666,52,40,105,174,214,247,292,249,158,132,3,"0 to 101",54,926,703,37,1603,63,0,30,1509,192,43,174,1492,0,0,1603,128,23,20,3,85,66,0,151,5,9,16,20,30,22,32,21,13,6,0,"0 to 101","48",137,10,1,3,40,105,6,27,5,21,2,0,9,174,75,99,151,23,0,2652,40,2870,2692,174,9,137,82,49,26,877,0,"903",2.88,200,2369,2569,"3.9",5.3,12,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","28.6","37.5","23.1","4.3","%","%","%","%",30,9,25,19,6,"31.6",9,32,23,18.4,13.2,5.2,165,2,9,9,0,11,0,0,0
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,905,12,16,54,95,110,142,195,127,99,55,0,"0 to 119",56,537,346,22,899,6,0,30,747,129,14,96,808,0,1,898,74,20,2,0,49,45,0,94,0,2,4,10,9,10,22,16,16,7,0,"9 to 99","59",68,18,1,7,1,85,8,8,0,19,0,0,11,96,45,51,94,2,0,1541,4,1642,1545,96,11,132,75,54,4,14,0,"18",22.22,100,822,923,"3.8",6,11,"2020-06-07","2020-06-13","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","100","40","66.7","48.8","%","%","%","%",46,10,8,8,0,"0",11,8,19,8.3,19.8,11.5,96,9,11,0,0,2,0,0,0
