"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","SHAPE_Length","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,15480,218,250,854,1437,1516,1919,2507,2838,2019,665,1257,"0 to 103",58,8100,6315,1065,15342,138,0,174,14746,629,95,763,14705,0,12,15332,731,16,16,0,341,406,0,747,9,22,114,134,107,117,102,76,67,15,0,"0 to 103","44",374,107,146,120,147,445,155,155,12,95,5,1,20,763,416,347,747,16,0,27320,120,28215,27440,763,3.13721776582964,96,4239,0,4335,2.21,859,18944,19815,"5.9",2.6,5.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","187.5","117.9","106.1","92.3","%","%","%","%",3,3,21,167,100,21.9,13.1,2.8,733,19,30,1,30,3,1,0
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,27134,318,414,1928,3154,3334,3823,4606,4827,3216,1453,61,"0 to 119",56,15615,11287,232,26174,959,1,597,24065,2633,173,3666,23446,1,21,26154,3413,168,79,6,1892,1682,7,3581,50,90,466,600,559,571,481,361,260,228,0,"0 to 101","46",2116,503,101,861,1157,1534,890,845,15,539,13,4,149,3666,1728,1929,3580,85,1,42332,873,46882,43205,3666,5.53875412350018,240,5750,1,5991,4.01,3906,29196,33125,"4.6",7.4,14.4,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","157.6","36.4","45.8","113.1","%","%","%","%",244,102,153,860,552,23.5,15.1,4.2,3627,143,39,6,149,25,7,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,12996,191,308,1579,2126,1907,1987,2114,1735,676,342,31,"0 to 119",46,6741,6124,131,12761,234,1,188,12144,612,90,587,12378,3,28,12731,545,10,31,1,294,261,0,555,4,21,205,102,68,68,67,37,11,4,0,"0 to 91","29",183,275,17,80,32,427,96,92,11,44,9,7,8,587,277,310,554,32,1,22611,202,23405,22813,587,2.42861632663576,48,1483,0,1531,3.14,635,13861,14527,"5",2.5,4.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","7.1","43.5","312","304.7","%","%","%","%",20,2,15,103,53,17.5,9,2.6,573,8,14,0,23,2,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1736,26,27,166,226,189,233,336,264,189,79,1,"0 to 118",55,1006,713,17,1735,1,0,23,1478,302,3,147,1589,0,0,1735,134,13,0,0,48,99,0,147,1,1,31,37,26,14,20,8,6,3,0,"3 to 99","36",50,8,82,7,85,53,9,12,0,8,0,0,1,147,99,48,147,0,0,2699,1,2849,2700,147,3.28561267663391,3,126,0,129,2.33,150,1715,1865,"4.7",5,8.6,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","decreased by","decreased by","","71.4","7.3","5.9","","%","%","%",2,1,1,12,8,8.2,5.4,0.7,139,1,8,0,2,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2215,3,4,157,690,561,398,268,93,28,5,8,"0 to 92",38,168,2038,9,2215,0,0,1,2000,84,0,221,1994,0,0,2215,218,3,0,0,5,216,0,221,0,0,13,58,55,54,36,5,0,0,0,"20 to 73","41",115,98,5,3,7,133,81,5,0,1,0,0,1,221,216,5,221,0,0,2080,0,2303,2080,221,3.02097391492398,1,10,0,11,9.09,222,2004,2226,"26.6",9.6,10,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","100","73.9","","","%","%",0,0,1,5,1,2.3,0.5,0.5,221,1,0,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1109,47,40,94,127,142,151,166,179,107,49,7,"0 to 99",51,708,395,6,1086,23,0,26,912,273,15,142,965,1,1,1084,88,50,4,0,85,53,0,138,5,5,15,15,23,19,32,12,5,11,0,"0 to 98","48",33,88,10,7,8,106,24,27,0,4,0,1,3,142,54,88,138,4,0,1577,19,1740,1596,142,2.16969163731198,0,50,0,50,0,142,1015,1159,"6.3",7.9,12.8,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","50","471.4","433.2","","%","%","%",4,3,4,27,4,19,2.8,2.8,123,3,19,0,10,1,0,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,16149,277,352,972,1550,1695,2107,3007,3292,2043,751,103,"0 to 119",58,9182,6658,309,15898,251,0,779,14563,1569,46,1977,14168,4,0,15894,1903,59,15,0,1035,919,8,1962,42,87,230,322,311,289,259,185,158,94,0,"0 to 101","44",1154,237,179,392,630,885,447,178,2,249,2,2,126,1977,926,1043,1962,15,0,30365,236,32592,30601,1977,3.59179695196309,122,3249,0,3371,3.62,2099,17417,19520,"5.2",5.8,13,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","78.9","81.6","170.6","163.8","%","%","%","%",128,82,128,180,251,9.1,12.7,6.5,1890,126,87,0,108,1,2,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,14684,163,207,925,1650,1678,2128,2535,2778,1842,752,26,"0 to 168",57,9014,5615,55,14657,27,0,4289,9864,3267,145,412,13817,0,455,14203,384,23,4,1,228,179,0,407,7,10,50,68,66,65,70,41,27,8,0,"0 to 97","46",293,83,20,11,72,323,12,82,3,53,0,0,10,412,180,232,407,5,0,20141,21,20581,20162,412,3.40272879823586,51,1671,0,1722,2.96,463,15488,16406,"4.7",2.1,3.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","85","100","167.7","242.6","%","%","%","%",8,3,10,85,53,20.6,12.9,2.4,395,10,17,0,8,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,7646,153,178,571,784,892,990,1360,1357,950,388,23,"0 to 100",56,3755,3430,461,7552,94,0,334,6524,1144,75,1582,6044,1,19,7533,1555,13,14,0,709,851,8,1568,59,83,250,282,295,268,166,78,59,39,3,"0 to 99","38",526,63,541,438,866,348,354,240,2,145,1,1,20,1582,860,714,1568,14,0,13002,78,14671,13080,1582,2.97866994211851,78,2269,0,2347,3.32,1660,8313,9993,"6.3",9.8,21.7,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","52.6","42.1","32.5","14.7","%","%","%","%",41,8,21,242,146,15.3,9.2,1.3,1525,20,57,0,111,9,0,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3641,29,57,224,439,489,625,794,582,292,108,2,"0 to 101",54,1920,1712,9,3565,76,0,1243,2001,800,122,165,3412,0,64,3506,133,20,8,4,69,84,0,153,2,6,12,17,21,27,26,25,17,12,0,"3 to 100","53",110,6,1,36,37,75,41,22,3,14,2,0,4,165,91,74,153,12,0,4510,58,4733,4568,165,13.2628040836788,99,2373,1,2473,4,264,5785,6114,"8",3.7,7.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","25","40","88.2","59.9","%","%","%","%",20,1,4,25,16,15.2,9.7,2.4,162,4,3,0,6,1,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3278,46,52,230,334,379,450,628,602,382,171,4,"0 to 103",57,1766,1317,195,3169,109,0,45,3146,88,33,120,3157,0,1,3168,91,21,6,2,56,56,0,112,2,1,17,21,25,14,14,16,7,3,0,"1 to 89","43",81,16,2,13,1,96,15,30,1,16,0,0,1,120,59,61,112,8,0,5674,101,5896,5775,120,3.75942130773243,15,559,0,574,2.61,135,3716,3852,"4.8",2.1,4.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","100","16.7","144.4","172.8","%","%","%","%",5,1,1,31,16,25.8,13.3,0.8,115,1,5,0,3,0,0,0
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7047,162,150,547,1030,1001,921,1079,814,732,571,40,"0 to 119",51,4278,2728,41,6904,142,1,154,6424,396,75,421,6626,0,0,6905,303,108,5,5,209,202,0,411,6,19,43,86,68,57,62,39,26,15,0,"0 to 96","43",327,45,34,5,126,277,8,92,2,55,1,0,6,421,209,212,410,10,1,10771,132,11332,10903,421,3.21429590024741,25,956,0,981,2.55,446,7582,8028,"4",3.6,6.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","27.8","9.5","12","17.6","%","%","%","%",1,4,6,94,56,22.3,13.3,1.4,400,6,21,0,19,0,0,0
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1708,32,57,242,206,187,215,258,186,177,137,11,"0 to 119",50,1000,685,23,1698,10,0,72,1426,231,10,250,1458,0,0,1698,217,31,2,0,123,123,2,248,10,26,58,37,41,32,31,9,5,1,0,"0 to 87","33",168,21,20,39,133,78,37,17,0,21,2,0,0,250,124,124,248,2,0,2608,8,2866,2616,250,2.58761125674549,4,109,0,113,3.54,254,1567,1821,"4.5",8.5,14.9,"2020-06-14","2020-06-20","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","42.9","41.7","30.3","9.8","%","%","%","%",0,0,0,17,23,6.8,9.2,0,245,0,5,0,34,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,64541,1112,1454,5410,9457,9527,10204,10386,7443,3518,1344,4686,"0 to 120",48,35465,28698,378,63461,1079,1,794,61987,2190,415,5157,59321,0,63,63399,4932,103,117,5,2355,2613,67,5035,67,119,1112,1282,851,762,551,256,113,44,0,"0 to 101","34",1557,762,1104,1612,1204,1504,2327,803,46,408,37,5,49,5157,2683,2406,5034,122,1,103455,957,109640,104412,5157,2.69541534247372,529,8279,0,8808,6.01,5686,67600,73349,"5.6",4.8,8.8,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","110.3","50","145.1","137.5","%","%","%","%",32,7,54,849,445,16.5,8.6,1,4914,48,243,1,153,21,5,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,13613,174,356,966,1876,1944,2246,2339,1791,886,323,712,"0 to 155",50,7611,5930,72,13536,77,0,521,12171,1023,212,1080,12483,2,48,13487,994,37,47,2,512,518,1,1031,14,26,128,224,157,188,154,107,63,18,1,"0 to 102","44",496,93,412,30,628,328,75,284,8,170,7,2,23,1080,554,525,1031,49,0,19877,27,21001,19904,1080,3.37526858197538,96,1414,0,1510,6.36,1176,13897,15123,"4.5",5.2,8.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","204","150","177.5","160.6","%","%","%","%",11,9,25,292,177,27,16.4,2.3,1052,23,28,0,34,6,1,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,70278,1038,1574,5137,8485,8443,9899,11976,10682,7500,3934,1610,"0 to 119",54,38544,31440,294,69509,767,2,2355,63149,7804,353,10943,58991,194,150,69170,10672,145,120,6,5390,5398,29,10817,154,380,1392,1888,1746,1660,1450,946,761,551,15,"0 to 104","44",4509,1892,1775,2641,3721,4348,2748,2111,34,1561,22,13,468,10943,5471,5443,10815,126,2,112165,638,123985,112803,10943,4.37197700721313,1280,30826,0,32106,3.99,12223,89817,102384,"7.1",7.8,17.4,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","8.2","3.4","21.2","21.3","%","%","%","%",414,198,481,2145,1583,19.6,14.5,4.4,10754,468,189,0,503,49,16,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,13982,272,333,1055,1665,1880,2214,2471,2172,1322,570,28,"0 to 119",53,8169,5770,43,13906,76,0,266,12955,859,112,872,13085,2,23,13881,807,54,10,1,457,404,0,861,17,24,136,145,141,145,112,95,37,20,0,"0 to 94","42",534,99,108,120,185,534,142,164,4,109,3,1,17,872,410,462,861,11,0,27313,65,28262,27378,872,2.21152384171728,65,3364,0,3429,1.9,937,16449,17411,"3.4",3,6.7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","31","52.6","181.8","241.4","%","%","%","%",33,10,18,168,112,19.3,12.8,2.1,809,17,63,0,36,9,2,0
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,38839,372,529,2479,4756,4486,5584,7403,6784,4115,2237,94,"0 to 120",56,22572,16160,107,38504,335,0,2184,34692,4569,381,3854,34929,1,55,38448,3648,144,55,7,2175,1604,13,3792,42,140,553,834,524,506,444,338,248,212,13,"0 to 102","41",1735,888,192,977,297,2373,1122,640,19,542,17,1,117,3854,1641,2200,3792,62,0,72786,273,76934,73059,3854,3.37527233690315,265,12263,2,12530,2.11,4119,47192,51369,"5.4",4.6,10.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","75.3","32.8","123","175","%","%","%","%",366,85,118,659,559,17.1,14.5,3.1,3667,115,187,2,154,9,3,0
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,19389,453,525,1459,2451,2515,2777,3139,3007,1922,803,338,"0 to 119",52,11206,7995,188,19295,94,0,399,17519,1606,142,2225,17151,1,12,19282,1963,247,14,1,1247,958,5,2210,29,79,280,353,360,311,292,217,182,122,0,"0 to 103","45",1259,352,237,362,644,1135,431,585,9,410,5,0,78,2225,964,1256,2210,15,0,35398,79,37711,35477,2225,3.74731907845249,96,2325,0,2421,3.97,2321,19476,21810,"3.3",5.8,12,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","43.7","46.6","104.3","138.5","%","%","%","%",287,55,78,594,415,26.7,18.7,3.5,2042,78,183,0,96,17,6,0
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3474,72,118,327,496,431,543,590,427,298,161,11,"0 to 118",50,2181,1252,41,3466,8,0,87,3146,315,22,238,3233,1,2,3463,142,96,0,0,138,100,0,238,4,25,35,32,34,33,29,22,17,7,0,"2 to 98","40",117,110,10,1,11,222,5,45,0,28,0,0,6,238,100,138,238,0,0,5073,8,5320,5081,238,2.24642787374222,5,192,0,197,2.54,243,3425,3671,"5",4.4,7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","120","28.6","187.5","117","%","%","%","%",3,2,6,45,28,18.9,11.8,2.5,237,6,1,0,24,0,0,0
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,9958,134,231,749,1018,1455,1654,1788,1648,874,391,16,"0 to 119",53,5530,4309,119,9927,31,0,261,9284,474,132,496,9431,19,12,9897,425,59,9,3,241,241,2,484,5,6,81,67,58,98,82,66,27,6,0,"0 to 97","48",300,26,23,135,25,311,148,78,3,54,3,0,7,496,247,247,484,12,0,16080,18,16617,16098,496,3.24633645681211,96,2355,4,2455,3.91,592,11786,12413,"5.3",3.1,5.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","4.6","14","417.9","300.4","%","%","%","%",2,1,7,81,57,16.3,11.5,1.4,461,7,35,0,13,2,0,0
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,10398,179,213,704,1263,1283,1589,1814,1694,1088,539,32,"0 to 119",54,5973,4214,211,10251,147,0,424,9010,1241,74,1226,9086,5,81,10165,1140,75,11,0,644,569,2,1215,26,39,137,218,180,208,169,123,74,52,0,"0 to 97","45",415,210,99,491,188,475,552,214,1,152,2,0,41,1226,574,650,1215,11,0,18213,136,19581,18349,1226,2.4043656096016,54,1884,1,1939,2.78,1280,10970,12337,"4",5.9,12.3,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","8.6","21.1","35.3","39.2","%","%","%","%",53,19,41,215,154,17.5,12.6,3.3,1214,41,12,0,53,3,3,0
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7029,228,264,571,926,983,1052,1165,1048,544,238,10,"0 to 119",50,3855,3147,27,6962,67,0,94,6633,296,71,350,6676,1,2,6959,305,40,5,0,127,218,0,345,4,3,62,61,59,61,45,34,12,9,0,"0 to 98","41",258,44,8,35,22,267,56,29,0,26,0,0,9,350,219,131,345,5,0,10964,62,11378,11026,350,3.552029247735,16,494,0,510,3.14,366,7170,7539,"4.4",3.1,5.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","63.6","38.5","67.7","86.7","%","%","%","%",2,0,9,29,26,8.3,7.4,2.6,344,9,6,0,8,2,1,7
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,13384,156,180,704,1214,1239,1660,2457,2787,1993,952,42,"0 to 119",61,7543,5669,172,13143,241,0,482,12410,1115,99,992,12386,2,4,13137,905,62,19,6,527,439,1,967,8,16,87,146,117,116,129,133,137,102,1,"0 to 104","55",726,63,79,99,125,690,152,216,13,183,10,1,94,992,454,537,967,25,0,29522,216,30735,29738,992,2.51442395330883,145,4514,9,4668,3.11,1137,16900,18052,"4.4",3.2,8.5,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","55.6","4.2","156.6","247.2","%","%","%","%",64,60,95,229,193,23.1,19.5,9.6,962,94,30,0,25,2,1,0
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,17314,219,389,1569,2234,2296,2663,2866,2509,1186,511,872,"0 to 119",50,9830,7357,127,17273,41,0,309,16402,717,101,1361,15942,1,10,17263,1296,55,10,0,718,633,0,1351,16,20,386,290,173,182,116,97,49,32,0,"0 to 100","33",889,144,107,211,331,685,335,242,5,143,1,0,16,1361,637,724,1351,10,0,28545,30,29949,28575,1361,1.54465854506178,114,2842,0,2956,3.86,1475,18784,20270,"4.5",4.5,8.5,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","154.5","141.9","140.1","176.2","%","%","%","%",16,4,16,247,144,18.1,10.6,1.2,1265,15,96,1,31,6,2,0
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,3855,28,27,92,173,183,297,512,1427,898,132,86,"0 to 119",69,1892,1763,200,3780,75,0,115,3483,285,57,286,3546,0,23,3757,235,49,1,1,86,197,1,284,1,2,9,8,35,42,41,93,46,9,0,"4 to 92","65",234,35,7,8,19,254,11,62,0,46,0,0,17,286,199,86,284,2,0,6087,73,6451,6160,286,2.17022236361353,39,1901,0,1940,2.01,325,5447,5795,"4.8",3.9,8.4,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","150","8.3","350","349.4","%","%","%","%",2,1,17,62,46,21.7,16.1,5.9,284,17,2,0,3,0,0,3
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2221,60,51,177,290,259,262,360,303,237,212,10,"0 to 118",55,1408,731,82,2213,8,0,63,1919,560,18,290,1931,0,0,2213,171,111,5,3,171,111,0,282,5,11,34,41,44,39,38,25,31,22,0,"0 to 102","47",165,51,30,36,84,165,33,47,1,45,0,0,18,290,114,176,282,8,0,2968,0,3259,2968,290,2.13933972018078,8,112,0,120,6.67,298,2043,2341,"5.3",8.8,13.4,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","566.7","120","600","493.8","%","%","%","%",44,18,18,48,45,16.6,15.5,6.2,310,18,-20,0,16,2,2,0
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,891,33,19,77,133,114,112,161,142,73,23,4,"0 to 118",50,490,370,31,883,8,0,16,763,142,28,68,822,1,0,882,56,11,1,0,21,46,0,67,0,1,12,23,13,2,8,3,6,0,0,"6 to 84","32",44,4,17,2,26,39,2,17,0,6,0,0,0,68,46,22,67,1,0,1262,7,1339,1269,68,2.58429378620819,0,29,0,29,0,68,851,920,"4.2",5,7.6,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","decreased by","increased by","decreased by","","100","37.5","32.8","","%","%","%",0,0,0,17,6,25,8.8,0,65,0,3,0,1,0,0,0
39,63,125,"UNION","Union","Union","Union County","FL",15239,1170,11,17,55,76,108,139,401,277,72,14,0,"0 to 118",59,317,846,7,1170,0,0,16,1128,78,4,42,1128,0,0,1170,39,3,0,0,7,35,0,42,0,0,1,5,1,3,19,11,2,0,0,"22 to 80","61",27,13,2,0,2,40,0,9,0,9,0,0,2,42,35,7,42,0,0,2073,0,2115,2073,42,1.26448361855685,0,21,0,21,0,42,1149,1191,"7.8",2,3.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","100","3","0.025210084","case","%","case","percent difference",0,0,2,9,9,21.4,21.4,4.8,41,2,1,0,0,0,0,1
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,20583,173,300,1129,2106,2222,2959,4252,3965,2165,1027,285,"0 to 119",58,11518,8362,703,20486,97,0,323,19431,1050,142,1263,19320,0,0,20486,1102,146,14,1,634,614,0,1248,6,26,176,205,155,193,196,164,80,62,0,"0 to 102","48",665,245,196,142,157,876,215,272,5,190,4,0,53,1263,621,642,1248,15,0,31826,82,33184,31908,1263,5.33119702869585,169,7153,0,7322,2.31,1432,26473,27905,"5.3",3.5,7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","37.5","15.6","165.4","171.1","%","%","%","%",59,34,53,277,194,21.9,15.4,4.2,1218,53,45,0,43,6,1,0
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1256,13,29,87,138,169,215,245,213,107,39,1,"0 to 102",53,710,535,11,1252,4,0,12,1189,194,4,40,1216,0,0,1252,22,16,2,0,25,13,0,38,0,0,5,6,6,12,6,3,1,1,0,"18 to 86","46",21,13,3,1,1,36,1,7,0,5,0,0,1,40,13,27,38,2,0,1806,2,1848,1808,40,2.72889764150517,3,166,0,169,1.78,43,1382,1425,"4.5",2.1,3.4,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","100","","5","0.033557047","%","","case","percent difference",0,0,1,7,5,17.5,12.5,2.5,40,1,0,0,0,0,0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1678,53,42,105,176,218,247,294,250,158,132,3,"0 to 101",54,933,708,37,1614,64,0,30,1518,208,44,186,1492,0,0,1614,139,23,21,3,91,71,0,162,6,11,16,22,34,22,34,22,13,6,0,"0 to 101","46",147,10,3,2,48,108,6,28,5,22,2,0,9,186,80,106,162,24,0,2729,40,2959,2769,186,3.60138877830291,26,877,0,903,2.88,212,2369,2581,"3.9",5.5,12.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","80","76.9","43.8","70.6","%","%","%","%",4,9,9,33,24,17.7,12.9,4.8,181,9,5,0,12,0,0,0
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,905,12,16,54,95,110,142,195,127,99,55,0,"0 to 119",56,534,349,22,899,6,0,30,747,129,14,96,808,0,1,898,74,20,2,0,49,45,0,94,0,2,4,10,9,10,22,16,16,7,0,"9 to 99","59",68,18,1,7,1,85,8,8,0,19,0,0,11,96,45,51,94,2,0,1574,4,1675,1578,96,2.37953061790718,1,68,0,69,1.45,97,876,974,"4",5.6,10.7,"2020-06-14","2020-06-20","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","75","75","14.3","34","%","%","%","%",46,10,11,8,19,8.3,19.8,11.5,96,11,0,0,2,0,0,0
99,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1388,0,4,64,154,181,189,177,139,213,265,2,"6 to 119",60,948,433,7,130,1258,0,2,1379,7,10,119,1268,1,0,129,7,0,110,2,3,4,0,7,0,3,9,32,25,24,12,5,5,4,0,"6 to 88","41",1,1,0,5,0,0,7,0,1,0,0,0,0,119,65,53,7,112,0,706,1146,1985,1852,119,0.736908814303344,31,304,0,335,9.25,150,1572,1723,"",6.5,10.8,"2020-06-14","2020-06-20","","","","","","","","","","","","","","","","",0,0,0,1,0,0.8,0,0,118,0,1,0,3,0,0,0
